race_id,race_date,horse_number,win_hit,win_payout_yen,win_popularity,place_hit,place_payout_yen,place_popularity
202507020110,2025-03-15,2,0,0,,1,510,9.0
202507020110,2025-03-15,3,0,0,,0,0,
202507020110,2025-03-15,4,0,0,,0,0,
202507020110,2025-03-15,5,1,240,1.0,1,130,1.0
202507020110,2025-03-15,6,0,0,,0,0,
202507020110,2025-03-15,7,0,0,,0,0,
202507020110,2025-03-15,8,0,0,,0,0,
202507020110,2025-03-15,9,0,0,,0,0,
202507020110,2025-03-15,10,0,0,,0,0,
202507020110,2025-03-15,11,0,0,,1,280,5.0
202507020110,2025-03-15,12,0,0,,0,0,
202507020110,2025-03-15,13,0,0,,0,0,
202507020111,2025-03-15,1,0,0,,0,0,
202507020111,2025-03-15,2,0,0,,0,0,
202507020111,2025-03-15,3,0,0,,0,0,
202507020111,2025-03-15,4,0,0,,0,0,
202507020111,2025-03-15,5,0,0,,1,130,4.0
202507020111,2025-03-15,6,0,0,,0,0,
202507020111,2025-03-15,7,0,0,,1,120,1.0
202507020111,2025-03-15,8,0,0,,0,0,
202507020111,2025-03-15,9,0,0,,0,0,
202507020111,2025-03-15,10,0,0,,0,0,
202507020111,2025-03-15,11,0,0,,0,0,
202507020111,2025-03-15,12,0,0,,1,160,5.0
202507020111,2025-03-15,13,0,0,,0,0,
202507020111,2025-03-15,14,1,430,2.0,1,130,3.0
202507020111,2025-03-15,15,0,0,,0,0,
202507020111,2025-03-15,16,0,0,,0,0,
202507020112,2025-03-15,1,0,0,,0,0,
202507020112,2025-03-15,2,0,0,,0,0,
202507020112,2025-03-15,3,0,0,,0,0,
202507020112,2025-03-15,4,0,0,,0,0,
202507020112,2025-03-15,5,0,0,,0,0,
202507020112,2025-03-15,6,0,0,,1,160,1.0
202507020112,2025-03-15,7,0,0,,0,0,
202507020112,2025-03-15,8,0,0,,0,0,
202507020112,2025-03-15,9,0,0,,0,0,
202507020112,2025-03-15,10,0,0,,0,0,
202507020112,2025-03-15,11,0,0,,0,0,
202507020112,2025-03-15,12,0,0,,0,0,
202507020112,2025-03-15,13,0,0,,1,210,4.0
202507020112,2025-03-15,14,0,0,,0,0,
202507020112,2025-03-15,15,1,530,2.0,1,190,2.0
202507020112,2025-03-15,16,0,0,,0,0,
202507020112,2025-03-15,17,0,0,,0,0,
202507020112,2025-03-15,18,0,0,,0,0,
202509010501,2025-03-15,1,0,0,,0,0,
202509010501,2025-03-15,2,0,0,,0,0,
202509010501,2025-03-15,3,0,0,,0,0,
202509010501,2025-03-15,4,0,0,,1,110,2.0
202509010501,2025-03-15,5,0,0,,0,0,
202509010501,2025-03-15,6,0,0,,0,0,
202509010501,2025-03-15,7,0,0,,0,0,
202509010501,2025-03-15,8,1,410,3.0,1,130,1.0
202509010501,2025-03-15,9,0,0,,0,0,
202509010501,2025-03-15,10,0,0,,0,0,
202509010501,2025-03-15,11,0,0,,1,150,4.0
202509010501,2025-03-15,12,0,0,,0,0,
202509010502,2025-03-15,1,0,0,,0,0,
202509010502,2025-03-15,2,0,0,,0,0,
202509010502,2025-03-15,3,0,0,,1,470,10.0
202509010502,2025-03-15,4,0,0,,0,0,
202509010502,2025-03-15,5,1,980,7.0,1,400,8.0
202509010502,2025-03-15,6,0,0,,0,0,
202509010502,2025-03-15,7,0,0,,0,0,
202509010502,2025-03-15,8,0,0,,0,0,
202509010502,2025-03-15,9,0,0,,0,0,
202509010502,2025-03-15,10,0,0,,0,0,
202509010502,2025-03-15,11,0,0,,0,0,
202509010502,2025-03-15,12,0,0,,1,1120,13.0
202509010502,2025-03-15,13,0,0,,0,0,
202509010502,2025-03-15,14,0,0,,0,0,
202509010502,2025-03-15,15,0,0,,0,0,
202509010502,2025-03-15,16,0,0,,0,0,
202509010503,2025-03-15,1,0,0,,1,110,1.0
202509010503,2025-03-15,2,0,0,,0,0,
202509010503,2025-03-15,3,0,0,,0,0,
202509010503,2025-03-15,4,0,0,,0,0,
202509010503,2025-03-15,5,0,0,,0,0,
202509010503,2025-03-15,6,1,540,3.0,1,160,4.0
202509010503,2025-03-15,7,0,0,,0,0,
202509010503,2025-03-15,8,0,0,,0,0,
202509010503,2025-03-15,9,0,0,,1,140,2.0
202509010503,2025-03-15,10,0,0,,0,0,
202509010503,2025-03-15,11,0,0,,0,0,
202509010503,2025-03-15,12,0,0,,0,0,
202509010503,2025-03-15,13,0,0,,0,0,
202509010504,2025-03-15,1,0,0,,1,940,11.0
202509010504,2025-03-15,2,0,0,,0,0,
202509010504,2025-03-15,3,0,0,,0,0,
202509010504,2025-03-15,4,0,0,,0,0,
202509010504,2025-03-15,5,0,0,,0,0,
202509010504,2025-03-15,6,0,0,,1,360,6.0
202509010504,2025-03-15,7,0,0,,0,0,
202509010504,2025-03-15,8,0,0,,0,0,
202509010504,2025-03-15,9,0,0,,0,0,
202509010504,2025-03-15,10,0,0,,0,0,
202509010504,2025-03-15,11,1,780,4.0,1,330,4.0
202509010504,2025-03-15,12,0,0,,0,0,
202509010504,2025-03-15,13,0,0,,0,0,
202509010504,2025-03-15,14,0,0,,0,0,
202509010504,2025-03-15,15,0,0,,0,0,
202509010504,2025-03-15,16,0,0,,0,0,
202509010504,2025-03-15,17,0,0,,0,0,
202509010504,2025-03-15,18,0,0,,0,0,
202509010505,2025-03-15,1,0,0,,0,0,
202509010505,2025-03-15,2,0,0,,0,0,
202509010505,2025-03-15,3,0,0,,0,0,
202509010505,2025-03-15,4,0,0,,0,0,
202509010505,2025-03-15,5,0,0,,0,0,
202509010505,2025-03-15,6,0,0,,0,0,
202509010505,2025-03-15,7,0,0,,0,0,
202509010505,2025-03-15,8,0,0,,0,0,
202509010505,2025-03-15,9,0,0,,1,310,4.0
202509010505,2025-03-15,10,0,0,,0,0,
202509010505,2025-03-15,11,0,0,,0,0,
202509010505,2025-03-15,12,0,0,,0,0,
202509010505,2025-03-15,13,1,260,1.0,1,140,1.0
202509010505,2025-03-15,14,0,0,,0,0,
202509010505,2025-03-15,15,0,0,,1,1470,15.0
202509010505,2025-03-15,16,0,0,,0,0,
202509010505,2025-03-15,17,0,0,,0,0,
202509010505,2025-03-15,18,0,0,,0,0,
202509010506,2025-03-15,1,0,0,,0,0,
202509010506,2025-03-15,2,0,0,,0,0,
202509010506,2025-03-15,3,0,0,,0,0,
202509010506,2025-03-15,4,0,0,,0,0,
202509010506,2025-03-15,5,0,0,,0,0,
202509010506,2025-03-15,6,0,0,,0,0,
202509010506,2025-03-15,7,1,400,2.0,1,210,3.0
202509010506,2025-03-15,8,0,0,,0,0,
202509010506,2025-03-15,9,0,0,,0,0,
202509010506,2025-03-15,10,0,0,,0,0,
202509010506,2025-03-15,11,0,0,,0,0,
202509010506,2025-03-15,12,0,0,,0,0,
202509010506,2025-03-15,13,0,0,,0,0,
202509010506,2025-03-15,14,0,0,,0,0,
202509010506,2025-03-15,15,0,0,,1,450,4.0
202509010506,2025-03-15,16,0,0,,1,200,2.0
202509010507,2025-03-15,1,1,1630,5.0,1,430,5.0
202509010507,2025-03-15,2,0,0,,0,0,
202509010507,2025-03-15,3,0,0,,1,710,8.0
202509010507,2025-03-15,4,0,0,,0,0,
202509010507,2025-03-15,5,0,0,,1,1530,12.0
202509010507,2025-03-15,6,0,0,,0,0,
202509010507,2025-03-15,7,0,0,,0,0,
202509010507,2025-03-15,8,0,0,,0,0,
202509010507,2025-03-15,9,0,0,,0,0,
202509010507,2025-03-15,10,0,0,,0,0,
202509010507,2025-03-15,11,0,0,,0,0,
202509010507,2025-03-15,12,0,0,,0,0,
202509010507,2025-03-15,13,0,0,,0,0,
202509010507,2025-03-15,14,0,0,,0,0,
202509010507,2025-03-15,15,0,0,,0,0,
202509010507,2025-03-15,16,0,0,,0,0,
202509010508,2025-03-15,1,0,0,,0,0,
202509010508,2025-03-15,2,0,0,,1,120,2.0
202509010508,2025-03-15,3,0,0,,1,180,3.0
202509010508,2025-03-15,4,0,0,,0,0,
202509010508,2025-03-15,5,1,1390,4.0,1,250,4.0
202509010508,2025-03-15,6,0,0,,0,0,
202509010508,2025-03-15,7,0,0,,0,0,
202509010508,2025-03-15,8,0,0,,0,0,
202509010509,2025-03-15,1,0,0,,0,0,
202509010509,2025-03-15,2,0,0,,1,250,6.0
202509010509,2025-03-15,3,0,0,,0,0,
202509010509,2025-03-15,4,0,0,,0,0,
202509010509,2025-03-15,5,0,0,,0,0,
202509010509,2025-03-15,6,0,0,,0,0,
202509010509,2025-03-15,7,0,0,,1,180,3.0
202509010509,2025-03-15,8,0,0,,0,0,
202509010509,2025-03-15,9,1,400,2.0,1,160,2.0
202509010509,2025-03-15,10,0,0,,0,0,
202509010509,2025-03-15,11,0,0,,0,0,
202509010509,2025-03-15,12,0,0,,0,0,
202509010510,2025-03-15,1,0,0,,1,270,4.0
202509010510,2025-03-15,2,0,0,,0,0,
202509010510,2025-03-15,3,0,0,,0,0,
202509010510,2025-03-15,4,0,0,,0,0,
202509010510,2025-03-15,5,0,0,,0,0,
202509010510,2025-03-15,6,0,0,,0,0,
202509010510,2025-03-15,7,0,0,,0,0,
202509010510,2025-03-15,8,0,0,,0,0,
202509010510,2025-03-15,9,0,0,,0,0,
202509010510,2025-03-15,10,0,0,,1,490,9.0
202509010510,2025-03-15,11,1,380,2.0,1,180,2.0
202509010510,2025-03-15,12,0,0,,0,0,
202509010510,2025-03-15,13,0,0,,0,0,
202509010510,2025-03-15,14,0,0,,0,0,
202509010510,2025-03-15,15,0,0,,0,0,
202509010511,2025-03-15,1,0,0,,0,0,
202509010511,2025-03-15,2,0,0,,0,0,
202509010511,2025-03-15,3,1,2980,7.0,1,600,7.0
202509010511,2025-03-15,4,0,0,,1,150,1.0
202509010511,2025-03-15,5,0,0,,1,210,5.0
202509010511,2025-03-15,6,0,0,,0,0,
202509010511,2025-03-15,7,0,0,,0,0,
202509010511,2025-03-15,8,0,0,,0,0,
202509010511,2025-03-15,9,0,0,,0,0,
202509010511,2025-03-15,10,0,0,,0,0,
202509010511,2025-03-15,11,0,0,,0,0,
202509010512,2025-03-15,1,0,0,,0,0,
202509010512,2025-03-15,2,0,0,,0,0,
202509010512,2025-03-15,3,0,0,,0,0,
202509010512,2025-03-15,4,1,250,1.0,1,110,1.0
202509010512,2025-03-15,5,0,0,,0,0,
202509010512,2025-03-15,6,0,0,,0,0,
202509010512,2025-03-15,7,0,0,,0,0,
202509010512,2025-03-15,8,0,0,,0,0,
202509010512,2025-03-15,9,0,0,,1,200,4.0
202509010512,2025-03-15,10,0,0,,1,120,2.0
202506020601,2025-03-16,1,0,0,,0,0,
202506020601,2025-03-16,2,0,0,,1,550,7.0
202506020601,2025-03-16,3,0,0,,0,0,
202506020601,2025-03-16,4,0,0,,0,0,
202506020601,2025-03-16,5,0,0,,0,0,
202506020601,2025-03-16,6,0,0,,0,0,
202506020601,2025-03-16,7,0,0,,0,0,
202506020601,2025-03-16,8,0,0,,1,380,6.0
202506020601,2025-03-16,9,0,0,,0,0,
202506020601,2025-03-16,10,0,0,,0,0,
202506020601,2025-03-16,11,1,470,3.0,1,210,3.0
202506020601,2025-03-16,12,0,0,,0,0,
202506020601,2025-03-16,13,0,0,,0,0,
202506020601,2025-03-16,14,0,0,,0,0,
202506020601,2025-03-16,15,0,0,,0,0,
202506020601,2025-03-16,16,0,0,,0,0,
202506020602,2025-03-16,1,0,0,,0,0,
202506020602,2025-03-16,2,0,0,,0,0,
202506020602,2025-03-16,3,0,0,,1,1080,10.0
202506020602,2025-03-16,4,0,0,,0,0,
202506020602,2025-03-16,5,0,0,,0,0,
202506020602,2025-03-16,6,0,0,,0,0,
202506020602,2025-03-16,7,0,0,,0,0,
202506020602,2025-03-16,8,0,0,,0,0,
202506020602,2025-03-16,9,0,0,,0,0,
202506020602,2025-03-16,10,0,0,,0,0,
202506020602,2025-03-16,11,0,0,,1,470,7.0
202506020602,2025-03-16,12,0,0,,0,0,
202506020602,2025-03-16,13,0,0,,0,0,
202506020602,2025-03-16,14,0,0,,0,0,
202506020602,2025-03-16,15,1,160,1.0,1,110,1.0
202506020602,2025-03-16,16,0,0,,0,0,
202506020603,2025-03-16,1,0,0,,0,0,
202506020603,2025-03-16,2,0,0,,0,0,
202506020603,2025-03-16,3,0,0,,0,0,
202506020603,2025-03-16,4,0,0,,0,0,
202506020603,2025-03-16,5,0,0,,1,110,1.0
202506020603,2025-03-16,6,0,0,,1,230,5.0
202506020603,2025-03-16,7,0,0,,0,0,
202506020603,2025-03-16,8,0,0,,0,0,
202506020603,2025-03-16,9,0,0,,0,0,
202506020603,2025-03-16,10,0,0,,0,0,
202506020603,2025-03-16,11,0,0,,0,0,
202506020603,2025-03-16,12,0,0,,0,0,
202506020603,2025-03-16,13,0,0,,0,0,
202506020603,2025-03-16,14,1,290,2.0,1,120,2.0
202506020603,2025-03-16,15,0,0,,0,0,
202506020604,2025-03-16,1,1,350,1.0,1,160,1.0
202506020604,2025-03-16,2,0,0,,0,0,
202506020604,2025-03-16,3,0,0,,0,0,
202506020604,2025-03-16,4,0,0,,0,0,
202506020604,2025-03-16,5,0,0,,0,0,
202506020604,2025-03-16,6,0,0,,0,0,
202506020604,2025-03-16,7,0,0,,0,0,
202506020604,2025-03-16,8,0,0,,0,0,
202506020604,2025-03-16,9,0,0,,0,0,
202506020604,2025-03-16,10,0,0,,0,0,
202506020604,2025-03-16,11,0,0,,1,210,4.0
202506020604,2025-03-16,12,0,0,,0,0,
202506020604,2025-03-16,13,0,0,,0,0,
202506020604,2025-03-16,14,0,0,,0,0,
202506020604,2025-03-16,15,0,0,,1,180,3.0
202506020604,2025-03-16,16,0,0,,0,0,
202506020605,2025-03-16,1,0,0,,0,0,
202506020605,2025-03-16,2,0,0,,0,0,
202506020605,2025-03-16,3,0,0,,0,0,
202506020605,2025-03-16,4,0,0,,0,0,
202506020605,2025-03-16,5,0,0,,0,0,
202506020605,2025-03-16,6,0,0,,0,0,
202506020605,2025-03-16,7,0,0,,0,0,
202506020605,2025-03-16,8,0,0,,0,0,
202506020605,2025-03-16,9,0,0,,0,0,
202506020605,2025-03-16,10,0,0,,0,0,
202506020605,2025-03-16,11,0,0,,1,410,6.0
202506020605,2025-03-16,12,0,0,,1,250,4.0
202506020605,2025-03-16,13,0,0,,0,0,
202506020605,2025-03-16,14,0,0,,0,0,
202506020605,2025-03-16,15,1,360,2.0,1,180,2.0
202506020605,2025-03-16,16,0,0,,0,0,
202506020606,2025-03-16,1,0,0,,0,0,
202506020606,2025-03-16,2,0,0,,1,120,1.0
202506020606,2025-03-16,3,1,500,4.0,1,140,4.0
202506020606,2025-03-16,4,0,0,,0,0,
202506020606,2025-03-16,5,0,0,,1,140,3.0
202506020606,2025-03-16,6,0,0,,0,0,
202506020606,2025-03-16,7,0,0,,0,0,
202506020606,2025-03-16,8,0,0,,0,0,
202506020607,2025-03-16,1,0,0,,0,0,
202506020607,2025-03-16,2,0,0,,0,0,
202506020607,2025-03-16,3,0,0,,1,180,1.0
202506020607,2025-03-16,4,1,1110,5.0,1,300,5.0
202506020607,2025-03-16,5,0,0,,0,0,
202506020607,2025-03-16,6,0,0,,0,0,
202506020607,2025-03-16,7,0,0,,0,0,
202506020607,2025-03-16,8,0,0,,0,0,
202506020607,2025-03-16,9,0,0,,1,350,6.0
202506020607,2025-03-16,10,0,0,,0,0,
202506020607,2025-03-16,11,0,0,,0,0,
202506020607,2025-03-16,12,0,0,,0,0,
202506020607,2025-03-16,13,0,0,,0,0,
202506020607,2025-03-16,14,0,0,,0,0,
202506020607,2025-03-16,15,0,0,,0,0,
202506020607,2025-03-16,16,0,0,,0,0,
202506020608,2025-03-16,1,0,0,,0,0,
202506020608,2025-03-16,2,0,0,,0,0,
202506020608,2025-03-16,3,0,0,,0,0,
202506020608,2025-03-16,4,0,0,,0,0,
202506020608,2025-03-16,5,0,0,,0,0,
202506020608,2025-03-16,6,0,0,,0,0,
202506020608,2025-03-16,7,1,2610,9.0,1,660,10.0
202506020608,2025-03-16,8,0,0,,0,0,
202506020608,2025-03-16,9,0,0,,0,0,
202506020608,2025-03-16,10,0,0,,0,0,
202506020608,2025-03-16,11,0,0,,1,220,2.0
202506020608,2025-03-16,12,0,0,,0,0,
202506020608,2025-03-16,13,0,0,,1,470,6.0
202506020608,2025-03-16,14,0,0,,0,0,
202506020608,2025-03-16,15,0,0,,0,0,
202506020608,2025-03-16,16,0,0,,0,0,
202506020609,2025-03-16,1,0,0,,0,0,
202506020609,2025-03-16,2,1,6350,13.0,1,1300,13.0
202506020609,2025-03-16,3,0,0,,0,0,
202506020609,2025-03-16,4,0,0,,1,330,6.0
202506020609,2025-03-16,5,0,0,,0,0,
202506020609,2025-03-16,6,0,0,,0,0,
202506020609,2025-03-16,7,0,0,,0,0,
202506020609,2025-03-16,8,0,0,,1,180,2.0
202506020609,2025-03-16,9,0,0,,0,0,
202506020609,2025-03-16,10,0,0,,0,0,
202506020609,2025-03-16,11,0,0,,0,0,
202506020609,2025-03-16,12,0,0,,0,0,
202506020609,2025-03-16,13,0,0,,0,0,
202506020609,2025-03-16,14,0,0,,0,0,
202506020609,2025-03-16,15,0,0,,0,0,
202506020609,2025-03-16,16,0,0,,0,0,
202506020610,2025-03-16,1,1,550,3.0,1,220,3.0
202506020610,2025-03-16,2,0,0,,1,230,4.0
202506020610,2025-03-16,3,0,0,,0,0,
202506020610,2025-03-16,4,0,0,,0,0,
202506020610,2025-03-16,5,0,0,,0,0,
202506020610,2025-03-16,6,0,0,,0,0,
202506020610,2025-03-16,7,0,0,,0,0,
202506020610,2025-03-16,8,0,0,,0,0,
202506020610,2025-03-16,9,0,0,,1,660,10.0
202506020610,2025-03-16,10,0,0,,0,0,
202506020610,2025-03-16,11,0,0,,0,0,
202506020610,2025-03-16,12,0,0,,0,0,
202506020611,2025-03-16,1,0,0,,0,0,
202506020611,2025-03-16,2,0,0,,0,0,
202506020611,2025-03-16,3,0,0,,0,0,
202506020611,2025-03-16,4,0,0,,0,0,
202506020611,2025-03-16,5,0,0,,0,0,
202506020611,2025-03-16,6,0,0,,0,0,
202506020611,2025-03-16,7,0,0,,1,180,1.0
202506020611,2025-03-16,8,0,0,,0,0,
202506020611,2025-03-16,9,1,410,2.0,1,170,2.0
202506020611,2025-03-16,10,0,0,,1,270,6.0
202506020611,2025-03-16,11,0,0,,0,0,
202506020611,2025-03-16,12,0,0,,0,0,
202506020612,2025-03-16,1,0,0,,0,0,
202506020612,2025-03-16,2,0,0,,0,0,
202506020612,2025-03-16,3,0,0,,0,0,
202506020612,2025-03-16,4,0,0,,0,0,
202506020612,2025-03-16,5,0,0,,0,0,
202506020612,2025-03-16,6,0,0,,0,0,
202506020612,2025-03-16,7,0,0,,0,0,
202506020612,2025-03-16,8,0,0,,0,0,
202506020612,2025-03-16,9,0,0,,0,0,
202506020612,2025-03-16,10,0,0,,0,0,
202506020612,2025-03-16,11,0,0,,1,220,4.0
202506020612,2025-03-16,12,0,0,,0,0,
202506020612,2025-03-16,13,1,360,2.0,1,140,2.0
202506020612,2025-03-16,14,0,0,,0,0,
202506020612,2025-03-16,15,0,0,,0,0,
202506020612,2025-03-16,16,0,0,,1,140,1.0
202507020201,2025-03-16,1,0,0,,1,220,5.0
202507020201,2025-03-16,2,0,0,,0,0,
202507020201,2025-03-16,3,0,0,,0,0,
202507020201,2025-03-16,4,0,0,,0,0,
202507020201,2025-03-16,5,0,0,,0,0,
202507020201,2025-03-16,6,0,0,,1,120,1.0
202507020201,2025-03-16,7,0,0,,0,0,
202507020201,2025-03-16,8,0,0,,0,0,
202507020201,2025-03-16,9,0,0,,0,0,
202507020201,2025-03-16,10,0,0,,0,0,
202507020201,2025-03-16,11,0,0,,0,0,
202507020201,2025-03-16,12,0,0,,0,0,
202507020201,2025-03-16,13,0,0,,0,0,
202507020201,2025-03-16,14,0,0,,0,0,
202507020201,2025-03-16,15,0,0,,0,0,
202507020201,2025-03-16,16,1,570,3.0,1,170,3.0
202507020202,2025-03-16,1,1,290,2.0,1,220,1.0
202507020202,2025-03-16,2,0,0,,0,0,
202507020202,2025-03-16,3,0,0,,0,0,
202507020202,2025-03-16,4,0,0,,0,0,
202507020202,2025-03-16,5,0,0,,0,0,
202507020202,2025-03-16,6,0,0,,0,0,
202507020202,2025-03-16,7,0,0,,0,0,
202507020202,2025-03-16,8,0,0,,1,290,3.0
202507020202,2025-03-16,9,0,0,,0,0,
202507020202,2025-03-16,10,0,0,,0,0,
202507020202,2025-03-16,11,0,0,,0,0,
202507020202,2025-03-16,12,0,0,,0,0,
202507020202,2025-03-16,13,0,0,,1,1100,6.0
202507020203,2025-03-16,1,0,0,,1,460,8.0
202507020203,2025-03-16,2,1,1290,6.0,1,500,9.0
202507020203,2025-03-16,3,0,0,,1,220,3.0
202507020203,2025-03-16,4,0,0,,0,0,
202507020203,2025-03-16,5,0,0,,0,0,
202507020203,2025-03-16,6,0,0,,0,0,
202507020203,2025-03-16,7,0,0,,0,0,
202507020203,2025-03-16,8,0,0,,0,0,
202507020203,2025-03-16,9,0,0,,0,0,
202507020203,2025-03-16,10,0,0,,0,0,
202507020203,2025-03-16,11,0,0,,0,0,
202507020203,2025-03-16,12,0,0,,0,0,
202507020203,2025-03-16,13,0,0,,0,0,
202507020203,2025-03-16,14,0,0,,0,0,
202507020203,2025-03-16,15,0,0,,0,0,
202507020203,2025-03-16,16,0,0,,0,0,
202507020204,2025-03-16,1,0,0,,0,0,
202507020204,2025-03-16,2,1,260,1.0,1,130,1.0
202507020204,2025-03-16,3,0,0,,0,0,
202507020204,2025-03-16,4,0,0,,1,150,3.0
202507020204,2025-03-16,5,0,0,,0,0,
202507020204,2025-03-16,6,0,0,,0,0,
202507020204,2025-03-16,7,0,0,,0,0,
202507020204,2025-03-16,8,0,0,,0,0,
202507020204,2025-03-16,9,0,0,,1,180,4.0
202507020204,2025-03-16,10,0,0,,0,0,
202507020204,2025-03-16,11,0,0,,0,0,
202507020204,2025-03-16,12,0,0,,0,0,
202507020204,2025-03-16,13,0,0,,0,0,
202507020204,2025-03-16,14,0,0,,0,0,
202507020204,2025-03-16,15,0,0,,0,0,
202507020204,2025-03-16,16,0,0,,0,0,
202507020204,2025-03-16,17,0,0,,0,0,
202507020205,2025-03-16,1,0,0,,0,0,
202507020205,2025-03-16,2,0,0,,0,0,
202507020205,2025-03-16,3,0,0,,0,0,
202507020205,2025-03-16,4,0,0,,0,0,
202507020205,2025-03-16,5,0,0,,0,0,
202507020205,2025-03-16,6,0,0,,0,0,
202507020205,2025-03-16,7,0,0,,0,0,
202507020205,2025-03-16,8,0,0,,0,0,
202507020205,2025-03-16,9,0,0,,0,0,
202507020205,2025-03-16,10,0,0,,0,0,
202507020205,2025-03-16,11,0,0,,0,0,
202507020205,2025-03-16,12,0,0,,0,0,
202507020205,2025-03-16,13,0,0,,1,130,1.0
202507020205,2025-03-16,14,0,0,,0,0,
202507020205,2025-03-16,15,1,830,5.0,1,250,5.0
202507020205,2025-03-16,16,0,0,,0,0,
202507020205,2025-03-16,17,0,0,,1,340,6.0
202507020205,2025-03-16,18,0,0,,0,0,
202507020206,2025-03-16,1,0,0,,0,0,
202507020206,2025-03-16,2,0,0,,0,0,
202507020206,2025-03-16,3,1,170,1.0,1,110,1.0
202507020206,2025-03-16,4,0,0,,0,0,
202507020206,2025-03-16,5,0,0,,0,0,
202507020206,2025-03-16,6,0,0,,0,0,
202507020206,2025-03-16,7,0,0,,0,0,
202507020206,2025-03-16,8,0,0,,0,0,
202507020206,2025-03-16,9,0,0,,1,160,4.0
202507020206,2025-03-16,10,0,0,,1,120,2.0
202507020207,2025-03-16,1,1,860,5.0,1,330,5.0
202507020207,2025-03-16,2,0,0,,0,0,
202507020207,2025-03-16,3,0,0,,0,0,
202507020207,2025-03-16,4,0,0,,0,0,
202507020207,2025-03-16,5,0,0,,0,0,
202507020207,2025-03-16,6,0,0,,0,0,
202507020207,2025-03-16,7,0,0,,1,410,6.0
202507020207,2025-03-16,8,0,0,,1,450,7.0
202507020207,2025-03-16,9,0,0,,0,0,
202507020207,2025-03-16,10,0,0,,0,0,
202507020207,2025-03-16,11,0,0,,0,0,
202507020207,2025-03-16,12,0,0,,0,0,
202507020207,2025-03-16,13,0,0,,0,0,
202507020207,2025-03-16,14,0,0,,0,0,
202507020207,2025-03-16,15,0,0,,0,0,
202507020207,2025-03-16,16,0,0,,0,0,
202507020208,2025-03-16,1,0,0,,0,0,
202507020208,2025-03-16,2,0,0,,0,0,
202507020208,2025-03-16,3,0,0,,0,0,
202507020208,2025-03-16,4,0,0,,0,0,
202507020208,2025-03-16,5,0,0,,0,0,
202507020208,2025-03-16,6,0,0,,1,230,4.0
202507020208,2025-03-16,7,0,0,,0,0,
202507020208,2025-03-16,8,0,0,,0,0,
202507020208,2025-03-16,9,1,150,1.0,1,110,1.0
202507020208,2025-03-16,10,0,0,,0,0,
202507020208,2025-03-16,11,0,0,,1,210,3.0
202507020208,2025-03-16,12,0,0,,0,0,
202507020208,2025-03-16,13,0,0,,0,0,
202507020208,2025-03-16,14,0,0,,0,0,
202507020209,2025-03-16,1,0,0,,0,0,
202507020209,2025-03-16,2,0,0,,0,0,
202507020209,2025-03-16,3,0,0,,0,0,
202507020209,2025-03-16,4,0,0,,1,190,2.0
202507020209,2025-03-16,5,0,0,,0,0,
202507020209,2025-03-16,6,0,0,,1,440,7.0
202507020209,2025-03-16,7,0,0,,0,0,
202507020209,2025-03-16,8,1,500,3.0,1,210,4.0
202507020209,2025-03-16,9,0,0,,0,0,
202507020209,2025-03-16,10,0,0,,0,0,
202507020209,2025-03-16,11,0,0,,0,0,
202507020209,2025-03-16,12,0,0,,0,0,
202507020209,2025-03-16,13,0,0,,0,0,
202507020210,2025-03-16,1,0,0,,1,250,4.0
202507020210,2025-03-16,2,0,0,,0,0,
202507020210,2025-03-16,3,1,300,2.0,1,160,2.0
202507020210,2025-03-16,4,0,0,,0,0,
202507020210,2025-03-16,5,0,0,,0,0,
202507020210,2025-03-16,6,0,0,,0,0,
202507020210,2025-03-16,7,0,0,,0,0,
202507020210,2025-03-16,8,0,0,,0,0,
202507020210,2025-03-16,9,0,0,,0,0,
202507020210,2025-03-16,10,0,0,,0,0,
202507020210,2025-03-16,11,0,0,,1,490,9.0
202507020210,2025-03-16,12,0,0,,0,0,
202507020211,2025-03-16,1,0,0,,0,0,
202507020211,2025-03-16,2,0,0,,1,150,1.0
202507020211,2025-03-16,3,0,0,,0,0,
202507020211,2025-03-16,4,0,0,,1,400,7.0
202507020211,2025-03-16,5,0,0,,0,0,
202507020211,2025-03-16,6,1,820,4.0,1,220,4.0
202507020211,2025-03-16,7,0,0,,0,0,
202507020211,2025-03-16,8,0,0,,0,0,
202507020211,2025-03-16,9,0,0,,0,0,
202507020211,2025-03-16,10,0,0,,0,0,
202507020212,2025-03-16,1,0,0,,0,0,
202507020212,2025-03-16,2,0,0,,0,0,
202507020212,2025-03-16,3,1,720,4.0,1,230,5.0
202507020212,2025-03-16,4,0,0,,0,0,
202507020212,2025-03-16,5,0,0,,0,0,
202507020212,2025-03-16,6,0,0,,0,0,
202507020212,2025-03-16,7,0,0,,0,0,
202507020212,2025-03-16,8,0,0,,1,170,1.0
202507020212,2025-03-16,9,0,0,,1,190,3.0
202507020212,2025-03-16,10,0,0,,0,0,
202507020212,2025-03-16,11,0,0,,0,0,
202507020212,2025-03-16,12,0,0,,0,0,
202507020212,2025-03-16,13,0,0,,0,0,
202507020212,2025-03-16,14,0,0,,0,0,
202507020212,2025-03-16,15,0,0,,0,0,
202507020212,2025-03-16,16,0,0,,0,0,
202509010601,2025-03-16,1,0,0,,0,0,
202509010601,2025-03-16,2,0,0,,1,190,3.0
202509010601,2025-03-16,3,0,0,,0,0,
